,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,song_title,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
20,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,audio_features,1OppEieGNdItZbE14gLBEv,spotify:track:1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/tracks/1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,167933,4,The Supremes,You Can't Hurry Love,-0.11385828392244103,0.5476373691619104,-0.13954581771575505,-0.4644992301602662,0.013031223012024088,-0.4156032977742676,-0.6570896844298153,0.5511267425072717,-0.8322885265701677,-0.6050017054729758,4
21,0.607,0.629,2,-10.509,1,0.0406,0.375,0.0806,0.0844,0.688,101.974,audio_features,6KNV6L3b7beomEUnzWgw0X,spotify:track:6KNV6L3b7beomEUnzWgw0X,https://api.spotify.com/v1/tracks/6KNV6L3b7beomEUnzWgw0X,https://api.spotify.com/v1/audio-analysis/6KNV6L3b7beomEUnzWgw0X,254722,4,Durand Jones & The Indications,Ride or Die,-0.26390048793138887,0.18045112163792437,-0.3649435945510071,-0.5346387342658235,0.2640120780715405,-0.1197659819563951,-0.6343487282470656,0.6728665255980948,-0.6509386097636065,0.5474968901835495,4
22,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,audio_features,5K09WxKdlkroDyEVyOSySy,spotify:track:5K09WxKdlkroDyEVyOSySy,https://api.spotify.com/v1/tracks/5K09WxKdlkroDyEVyOSySy,https://api.spotify.com/v1/audio-analysis/5K09WxKdlkroDyEVyOSySy,165333,3,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,-0.28999478428077113,-1.422630300478991,-0.2828054825477416,-0.6642905448851872,1.267935498309606,-0.4156032977742676,-0.21914288310395688,-0.5151458404261482,-0.33151627506441633,-0.6395279282512883,2
23,0.782,0.922,11,-4.028,0,0.0497,0.00655,0.0118,0.0728,0.761,104.015,audio_features,2PdrcHhYBZdzP4yhkgpuhw,spotify:track:2PdrcHhYBZdzP4yhkgpuhw,https://api.spotify.com/v1/tracks/2PdrcHhYBZdzP4yhkgpuhw,https://api.spotify.com/v1/audio-analysis/2PdrcHhYBZdzP4yhkgpuhw,255228,4,The Bamboos,Hard Up,0.8777249773540832,1.4924702743760705,0.8846740202216775,-0.43793123618088836,-0.9527497120163385,-0.3722921274684252,-0.7194439191244517,0.9793149451025819,-0.5778182659860104,0.5542162243088673,4
24,0.789,0.38,1,-10.662,1,0.0362,0.358,0.0207,0.0928,0.702,92.028,audio_features,7t7VTdIZS01AfR2w2SHb17,spotify:track:7t7VTdIZS01AfR2w2SHb17,https://api.spotify.com/v1/tracks/7t7VTdIZS01AfR2w2SHb17,https://api.spotify.com/v1/audio-analysis/7t7VTdIZS01AfR2w2SHb17,158855,4,Jonny P,Good To You,0.9233899959655021,-0.9345412641361314,-0.39444390238316596,-0.5813984036695284,0.20787162365033282,-0.3396252278309678,-0.5727280727841307,0.7316374553660787,-1.007261460920868,-0.7255513402350993,4
25,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,audio_features,6b6IMqP565TbtFFZg9iFf3,spotify:track:6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/tracks/6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/audio-analysis/6b6IMqP565TbtFFZg9iFf3,160280,4,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",0.12751395730934464,0.04611468961695367,-0.05355145632266495,-0.6568515065709614,-0.16529727926710594,-0.4156032977742676,-0.46855982188250267,1.8608788916223384,0.27913353370046684,-0.7066283142892934,4
26,0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4,audio_features,0UERoCKd24PKovd4BwRzBQ,spotify:track:0UERoCKd24PKovd4BwRzBQ,https://api.spotify.com/v1/tracks/0UERoCKd24PKovd4BwRzBQ,https://api.spotify.com/v1/audio-analysis/0UERoCKd24PKovd4BwRzBQ,177667,4,Marvin Gaye,It Takes Two,-0.8118807112684151,-0.48675315739956293,-0.44476795692037774,-0.4432448349767639,-0.2676710490940139,-0.4156032977742676,-0.7025715967953149,1.1850131992905253,1.1197846198059513,-0.475740839117555,4
27,0.852,0.761,1,-4.026,1,0.0846,0.0538,3.05e-05,0.151,0.585,121.672,audio_features,6lTZctflz7IxPbWKXGJVVS,spotify:track:6lTZctflz7IxPbWKXGJVVS,https://api.spotify.com/v1/tracks/6lTZctflz7IxPbWKXGJVVS,https://api.spotify.com/v1/audio-analysis/6lTZctflz7IxPbWKXGJVVS,174688,4,Stealth,Black Heart,1.3343751634682717,0.7715314225301949,0.8850596451606599,-0.06704204022877451,-0.7967122725220996,-0.41549134941034144,-0.14578495993379625,0.2404803994479286,0.054756898188911204,-0.5152999228316292,4
28,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101,audio_features,62r1CS9zL1FL5Ilb7hLX7n,spotify:track:62r1CS9zL1FL5Ilb7hLX7n,https://api.spotify.com/v1/tracks/62r1CS9zL1FL5Ilb7hLX7n,https://api.spotify.com/v1/audio-analysis/62r1CS9zL1FL5Ilb7hLX7n,225373,4,Al Green,Take Me to the River,0.9038192737034655,-0.7643817835762354,-0.4817879510626946,-0.5070080205272706,-0.25446153040667097,-0.41502336854474864,-0.27049342932306913,1.7307432614218028,-0.037351089979731404,0.15776223159866712,4
29,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773,4,Aretha Franklin,I Say a Little Prayer,-0.36175409924157226,-1.0464882908202737,-1.0478853614889563,-0.5920256012612796,0.6041571842706218,-0.4156032977742676,-0.8243457492577814,-0.12054102626968587,0.4617373515517203,0.04356011010117183,2
30,0.596,0.652,1,-4.703,1,0.0483,0.305,0.000866,0.071,0.898,162.675,audio_features,6Tn9J7LOj5CuytqzORpkrz,spotify:track:6Tn9J7LOj5CuytqzORpkrz,https://api.spotify.com/v1/tracks/6Tn9J7LOj5CuytqzORpkrz,https://api.spotify.com/v1/audio-analysis/6Tn9J7LOj5CuytqzORpkrz,229720,4,Lee Fields & The Expressions,Blessed with the Best,-0.33565980289219005,0.28344238618733525,0.7545256033150948,-0.4528093128093399,0.03284550104303856,-0.4124246983263981,-0.7326483452950807,1.5544304721178517,1.5237198849173659,0.21548742022071501,4
31,0.601,0.828,11,-5.268,0,0.0453,0.108,2.35e-06,0.106,0.618,125.945,audio_features,5wJcMwXuy1x6EatowWOxha,spotify:track:5wJcMwXuy1x6EatowWOxha,https://api.spotify.com/v1/tracks/5wJcMwXuy1x6EatowWOxha,https://api.spotify.com/v1/audio-analysis/5wJcMwXuy1x6EatowWOxha,159000,4,Martha Reeves & The Vandellas,Dancing In The Street - Stereo,-0.30304193245546224,1.0715494540436956,0.6455865580525479,-0.48469090558459327,-0.6177232943086026,-0.415594672244588,-0.47589561419951876,0.37901187675817616,0.20784030287370694,-0.7236258393493857,4
32,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942,audio_features,113bLFbp3F9MVN0w2KJ1ma,spotify:track:113bLFbp3F9MVN0w2KJ1ma,https://api.spotify.com/v1/tracks/113bLFbp3F9MVN0w2KJ1ma,https://api.spotify.com/v1/audio-analysis/113bLFbp3F9MVN0w2KJ1ma,243760,4,Sharon Jones & The Dap-Kings,How Long Do I Have to Wait for You?,0.17317897592076356,1.4342578205003165,1.0117374376164003,-0.4730009882336671,0.5744357672241001,-0.3675205578584595,-0.4832314065165348,1.8524830445126264,-0.5804335453077963,0.4019290232236027,4
33,0.582,0.424,8,-6.367,1,0.0702,0.637,0.0,0.099,0.478,92.286,audio_features,1rbykFoRXzj8yEG1Wyu6FC,spotify:track:1rbykFoRXzj8yEG1Wyu6FC,https://api.spotify.com/v1/tracks/1rbykFoRXzj8yEG1Wyu6FC,https://api.spotify.com/v1/audio-analysis/1rbykFoRXzj8yEG1Wyu6FC,210454,4,RuthAnne,Love Again,-0.4269898401150279,-0.7375144971720413,0.4336856540816822,-0.22007368554999052,1.1292355520925048,-0.4156032977742676,-0.527246160418631,-0.2086974209216616,-0.9980184189342834,-0.04035189056658081,2
34,0.572,0.365,4,-7.583,0,0.0276,0.88,0.0,0.125,0.41,96.022,audio_features,1XPj5quoeV5Gd0paSUDpvm,spotify:track:1XPj5quoeV5Gd0paSUDpvm,https://api.spotify.com/v1/tracks/1XPj5quoeV5Gd0paSUDpvm,https://api.spotify.com/v1/audio-analysis/1XPj5quoeV5Gd0paSUDpvm,165733,4,Sam Cooke,You Send Me - Mono,-0.49222558098848346,-1.0017094801466169,0.1992256911803422,-0.672792302958588,1.93171381234859,-0.4156032977742676,-0.33651556017621365,-0.49415622265186854,-0.8641734388494723,-0.6342162016700095,2
35,0.511,0.769,4,-7.032,1,0.042,0.181,0.0,0.0921,0.818,129.657,audio_features,2G2YzndIA6jeWFPBXhUjh5,spotify:track:2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/tracks/2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/audio-analysis/2G2YzndIA6jeWFPBXhUjh5,160907,4,The Ronettes,Be My Baby,-0.8901636003165618,0.8073544710691204,0.3054653618700119,-0.5197606576373719,-0.3766495782645934,-0.4156032977742676,-0.5778631274060418,1.2185965877293727,0.34082546509930134,-0.6983021828731388,4
36,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,audio_features,7tqhbajSfrz2F7E1Z75ASX,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667,4,Marvin Gaye,Ain't No Mountain High Enough,0.10141966095996241,0.050592570684319355,-0.4345488960373422,-0.6260326335548831,0.44564296002250625,-0.4156032977742676,0.0962961865277336,1.1430339637419655,0.3527912636400742,-0.8210030669006803,4
37,0.618,0.518,6,-5.122,1,0.156,0.0498,0.000286,0.131,0.466,169.966,audio_features,01H6EVBkDRIIICVpciXOHC,spotify:track:01H6EVBkDRIIICVpciXOHC,https://api.spotify.com/v1/tracks/01H6EVBkDRIIICVpciXOHC,https://api.spotify.com/v1/audio-analysis/01H6EVBkDRIIICVpciXOHC,243625,4,Joel Culpepper,Black Boy,-0.19214117297058775,-0.3165936768396667,0.673737178598268,0.6917398678222552,-0.8099217912094426,-0.41455355246007514,-0.2925008062741173,-0.2590725035799332,1.7849253853987248,0.40013631550242107,4
38,0.678,0.544,4,-9.468,0,0.0326,0.668,9.62e-06,0.103,0.963,122.735,audio_features,1GY8zOFi8rC39xXnD0tKO8,spotify:track:1GY8zOFi8rC39xXnD0tKO8,https://api.spotify.com/v1/tracks/1GY8zOFi8rC39xXnD0tKO8,https://api.spotify.com/v1/audio-analysis/1GY8zOFi8rC39xXnD0tKO8,171027,4,Fontella Bass,Rescue Me,0.1992732722701458,-0.20016876908815878,-0.16422581381063295,-0.6196563149998324,1.2316093219194129,-0.4155679881591538,-0.4979029911505669,1.8272955031834905,0.09283966420340649,-0.5639155003667838,4
39,0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726,audio_features,3VgrSJEKBRT3xmwzpaxxEF,spotify:track:3VgrSJEKBRT3xmwzpaxxEF,https://api.spotify.com/v1/tracks/3VgrSJEKBRT3xmwzpaxxEF,https://api.spotify.com/v1/audio-analysis/3VgrSJEKBRT3xmwzpaxxEF,163053,4,Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,-0.8705928780545251,0.15806171630109592,-0.12932675683271985,-0.07129291926547493,0.7197404727848729,-0.39662713247925024,0.9985986415207084,0.954127403773446,1.6688499744044023,-0.6698047697645778,0
40,0.372,0.642,11,-11.955,1,0.0594,0.0947,0.0,0.117,0.705,198.731,audio_features,1l1YTy9nJ0trwhsCGcimly,spotify:track:1l1YTy9nJ0trwhsCGcimly,https://api.spotify.com/v1/tracks/1l1YTy9nJ0trwhsCGcimly,https://api.spotify.com/v1/audio-analysis/1l1YTy9nJ0trwhsCGcimly,190058,4,The Spinners,It's A Shame,-1.7969403984575938,0.23866357551367834,-0.6437504254353308,-0.3348474195409025,-0.6616449439440178,-0.4156032977742676,-0.39520189871234207,0.7442312260306466,2.815452915414674,-0.3111968289459894,4
41,0.665,0.859,2,-4.532,1,0.0671,0.119,0.0,0.0769,0.639,123.387,audio_features,4mumFsUDQXpQts1Y7Zjw5H,spotify:track:4mumFsUDQXpQts1Y7Zjw5H,https://api.spotify.com/v1/tracks/4mumFsUDQXpQts1Y7Zjw5H,https://api.spotify.com/v1/audio-analysis/4mumFsUDQXpQts1Y7Zjw5H,384613,4,Harold Melvin & The Blue Notes,The Love I Lost (feat. Teddy Pendergrass),0.11446680913465353,1.210363767132032,0.7874965355980957,-0.2530179980844189,-0.5813971179184094,-0.4156032977742676,-0.689367170624686,0.46716827141015194,0.11619804937880716,2.2723605836057774,4
42,0.62,0.763,3,-4.908,0,0.0311,0.0615,0.0,0.289,0.718,119.534,audio_features,0PpamSdfQzIAvj5OB9Bz54,spotify:track:0PpamSdfQzIAvj5OB9Bz54,https://api.spotify.com/v1/tracks/0PpamSdfQzIAvj5OB9Bz54,https://api.spotify.com/v1/audio-analysis/0PpamSdfQzIAvj5OB9Bz54,182467,4,Four Tops,Reach Out I'll Be There - Single Version / Mono,-0.17909402479589662,0.7804871846649263,0.7149990470693919,-0.6355971113874591,-0.7712839490489645,-0.4156032977742676,0.8665543798144193,0.7988042322437745,-0.021838542769687483,-0.41200012014220877,4
